WORK_ORDER,TLA,CARTON_NO,PALLET_NO,CONTAINER_NO,SKU,MLB_PCBA,FATP_SN,NFC_UID,STM32_UUID,METAL_BASE,FF_TRACKING_NUMBER,SHIPPING_DATE,FATP_INPUT_DATETIME,ME_LINE_OUT_DATETIME,OQC_LINE_OUTPUT_DATETIME
BH-104282,88-0000861,HC4420015,PHC4420012,FEDEX#746390181817,COSMO,FK2439HCOS1GR060,FK2439HCOS1GR060,04c7617ab91690000000,006300435830501720343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-04 16:10:18,2024-10-12 12:58:54,2024-10-16 18:30:23
BH-104282,88-0000861,HC4420015,PHC4420012,FEDEX#746390181817,COSMO,FK2439HCOS1GR057,FK2439HCOS1GR057,04518cf2a11390000000,004B00435830501720343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-04 16:10:21,2024-10-12 13:58:03,2024-10-16 18:30:23
BH-104282,88-0000861,HC4420017,PHC4420012,FEDEX#746390181817,COSMO,FK2439HCOS1GR056,FK2439HCOS1GR056,0421357ab91690000000,0038003B5830501620343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-04 16:48:20,2024-10-12 13:05:38,2024-10-16 18:30:23
BH-104282,88-0000861,HC4420017,PHC4420012,FEDEX#746390181817,COSMO,FK2439HCOS1GR053,FK2439HCOS1GR053,0421297ab91690000000,0033003B5830501620343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-04 16:48:09,2024-10-12 15:11:05,2024-10-16 18:30:23
BH-104282,88-0000861,HC4420016,PHC4420012,FEDEX#746390181817,COSMO,FK2439HCOS1GR052,FK2439HCOS1GR052,044068f2a11390000000,001900425830501720343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-04 14:09:04,2024-10-12 14:43:38,2024-10-16 18:30:23
BH-104282,88-0000861,HC4420015,PHC4420012,FEDEX#746390181817,COSMO,FK2439HCOS1GR051,FK2439HCOS1GR051,04c35c7ab91690000000,005F00445830501720343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-04 14:09:23,2024-10-12 13:04:01,2024-10-16 18:30:23
BH-104282,88-0000861,HC4420015,PHC4420012,FEDEX#746390181817,COSMO,FK2439HCOS1GR049,FK2439HCOS1GR049,04c25b7ab91690000000,004100445830501720343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-04 14:09:12,2024-10-12 13:36:30,2024-10-16 18:30:23
BH-104282,88-0000861,HC4420015,PHC4420012,FEDEX#746390181817,COSMO,FK2439HCOS1GR050,FK2439HCOS1GR050,04c3687ab91690000000,005E00455830501720343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-04 16:19:39,2024-10-12 13:16:10,2024-10-16 18:30:23
BH-104282,88-0000861,HC4420016,PHC4420012,FEDEX#746390181817,COSMO,FK2439HCOS1GR047,FK2439HCOS1GR047,045d827ab91690000000,006700445830501720343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-04 14:09:10,2024-10-12 14:07:56,2024-10-16 18:30:23
BH-104282,88-0000861,HC4420017,PHC4420012,FEDEX#746390181817,COSMO,FK2439HCOS1GR046,FK2439HCOS1GR046,04c33d7ab91690000000,006100455830501720343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-04 16:19:27,2024-10-15 14:56:07,2024-10-16 18:30:23
BH-104282,88-0000861,HC4420015,PHC4420012,FEDEX#746390181817,COSMO,FK2439HCOS1GR044,FK2439HCOS1GR044,04c24f7ab91690000000,004900445830501720343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-04 13:59:03,2024-10-12 13:31:28,2024-10-16 18:30:23
BH-104282,88-0000861,HC4420017,PHC4420012,FEDEX#746390181817,COSMO,FK2439HCOS1GR043,FK2439HCOS1GR043,04c2737ab91690000000,007000445830501720343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-04 13:58:59,2024-10-15 15:42:52,2024-10-16 18:30:23
BH-104282,88-0000861,HC4420017,PHC4420012,FEDEX#746390181817,COSMO,FK2439HCOS1GR040,FK2439HCOS1GR040,04c36e7ab91690000000,005900445830501720343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-04 14:09:00,2024-10-15 15:47:01,2024-10-16 18:30:23
BH-104282,88-0000861,HC4420017,PHC4420012,FEDEX#746390181817,COSMO,FK2439HCOS1GR037,FK2439HCOS1GR037,04c7487ab91690000000,006900435830501720343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-04 14:09:26,2024-10-15 16:24:56,2024-10-16 18:30:23
BH-104282,88-0000861,HC4420017,PHC4420012,FEDEX#746390181817,COSMO,FK2439HCOS1GR033,FK2439HCOS1GR033,043b477ab91690000000,0046003C5830501620343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-04 16:19:34,2024-10-15 15:14:14,2024-10-16 18:30:23
BH-104282,88-0000861,HC4420017,PHC4420012,FEDEX#746390181817,COSMO,FK2439HCOS1GR030,FK2439HCOS1GR030,04c74e7ab91690000000,004C00435830501720343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-04 16:19:36,2024-10-12 15:16:15,2024-10-16 18:30:23
BH-104282,88-0000861,HC4420017,PHC4420012,FEDEX#746390181817,COSMO,FK2439HCOS1GR027,FK2439HCOS1GR027,044012f2a11390000000,006A00425830501720343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-04 16:28:36,2024-10-15 16:28:22,2024-10-16 18:30:23
BH-104282,88-0000861,HC4420017,PHC4420012,FEDEX#746390181817,COSMO,FK2439HCOS1GR026,FK2439HCOS1GR026,045d7c7ab91690000000,005C00455830501720343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-04 16:40:51,2024-10-15 15:18:55,2024-10-16 18:30:23
BH-104282,88-0000861,HC4420015,PHC4420012,FEDEX#746390181817,COSMO,FK2439HCOS1GR025,FK2439HCOS1GR025,04c3437ab91690000000,005B00445830501720343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-04 16:40:59,2024-10-12 13:02:15,2024-10-16 18:30:23
BH-104282,88-0000861,HC4420015,PHC4420012,FEDEX#746390181817,COSMO,FK2439HCOS1GR024,FK2439HCOS1GR024,0421747ab91690000000,002400405830501620343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-04 16:40:48,2024-10-12 13:34:45,2024-10-16 18:30:23
BH-104282,88-0000861,HC4420015,PHC4420012,FEDEX#746390181817,COSMO,FK2439HCOS1GR023,FK2439HCOS1GR023,041fa37ab91690000000,0031003F5830501620343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-04 16:40:49,2024-10-12 13:59:35,2024-10-16 18:30:23
BH-104282,88-0000861,HC4420016,PHC4420012,FEDEX#746390181817,COSMO,FK2439HCOS1GR020,FK2439HCOS1GR020,043a437ab91690000000,0023003F5830501620343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-04 16:40:53,2024-10-12 16:20:43,2024-10-16 18:30:23
BH-104282,88-0000861,HC4420016,PHC4420012,FEDEX#746390181817,COSMO,FK2439HCOS1GR018,FK2439HCOS1GR018,0421437ab91690000000,0061003F5830501620343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-04 16:41:01,2024-10-12 14:55:06,2024-10-16 18:30:23
